language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,currency,exchange,shortName,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,marketCap,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,tradeable,cryptoTradeable,postMarketChangePercent,postMarketTime,postMarketPrice,postMarketChange,regularMarketChange,regularMarketTime,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualDividendRate,trailingPE,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,firstTradeDateMilliseconds,priceHint,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,displayName,price,ytdReturn,trailingThreeMonthReturns,trailingThreeMonthNavReturns,prevName,nameChangeDate,delistingDate,ipoExpectedDate,newListingDate
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,"Affiliated Managers Group, Inc.","Affiliated Managers Group, Inc.",finmb_24445,America/New_York,EDT,-14400000,us_market,False,-5.0906463,144.49,CLOSED,35859800.0,90.232,164.2062,-19.716202,-0.12006977,139.71925,4.770752,0.034145273,5181382656.0,6.4997754,1.6013166,15,0,1.9 - Buy,False,False,0.0,1678486035.0,144.49,0.0,-7.75,1678482002,151.41,143.46 - 151.41,143.46,476935.0,-0.2000775,108.12,180.63,1677715200.0,1675690200.0,1682944200.0,1683289800.0,0.04,6.0054035,0.000262743,24.06,22.23,18.56,7.7850223,880122600000.0,2,152.24,115.05,156.4,8.0,10.0,NYSE,USD,151.25,293895.0,333600.0,36.370003,0.33638552,108.12 - 180.63,-36.14,Affiliated Managers,144.49,,,,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,American Homes 4 Rent,American Homes 4 Rent,finmb_241397401,America/New_York,EDT,-14400000,us_market,False,-4.214312,29.32,CLOSED,361137984.0,18.375,32.3372,-3.0172005,-0.09330432,33.8265,-4.5065002,-0.13322397,12113558528.0,58.64,1.5956463,15,0,2.4 - Buy,False,False,-1.057297,1678482732.0,29.01,-0.30999947,-1.2900009,1678482001,30.73,29.275 - 30.73,29.275,3992812.0,-0.33196628,29.275,43.89,1680220800.0,1677258000.0,1683111540.0,1683547200.0,0.72,43.117645,0.023521725,0.68,0.5,0.44,66.63636,1375363800000.0,2,30.61,29.0,32.01,14.0,13.0,NYSE,USD,30.66,2006490.0,2920900.0,0.045000076,0.0015371504,29.275 - 43.89,-14.57,,29.32,,,,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,American Homes 4 Rent Series G ,American Homes 4 Rent,finmb_241397401,America/New_York,EDT,-14400000,us_market,False,0.396176,22.5791,CLOSED,0.0,18.375,23.14989,-0.57079124,-0.024656326,23.5843,-1.0051994,-0.042621553,7812819968.0,,1.2287946,15,0,,False,False,,,,,0.0890999,1678479668,22.8399,22.2285 - 22.8399,22.2285,14979.0,-0.114545114,19.53,25.5,1680220800.0,,,,0.72,46.844604,0.03201423,0.482,,,,1499866200000.0,2,22.49,22.0,25.84,12.0,10.0,NYSE,USD,22.4654,7778.0,10393.0,3.049099,0.15612385,19.53 - 25.5,-2.9209003,,22.5791,,,,,,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NYQ,American Homes 4 Rent Series H ,American Homes 4 Rent,finmb_241397401,America/New_York,EDT,-14400000,us_market,False,0.721869,23.72,CLOSED,0.0,18.375,24.418318,-0.6983185,-0.02859814,24.493698,-0.7736988,-0.031587668,8155172352.0,,1.2908844,15,0,,False,False,0.38577,1678482193.0,23.42,0.0900002,0.17,1678481888,23.75,23.33 - 23.75,23.33,106201.0,-0.116573595,21.45,26.85,1680220800.0,,,,0.72,49.211617,0.03057325,0.482,,,,1536931800000.0,2,23.55,21.23,26.92,8.0,30.0,NYSE,USD,23.445,12029.0,19290.0,2.2699986,0.105827436,21.45 - 26.85,-3.130001,,23.72,,,,,,,,
en-US,US,ETF,ETF,Delayed Quote,True,HIGH,USD,PCX,JPMorgan Chase Capital XVI JP M,JPMorgan Alerian MLP Index ETN,finmb_59295717,America/New_York,EDT,-14400000,us_market,False,-1.193636,22.35,CLOSED,,,22.8022,-0.45219994,-0.019831417,21.69535,0.65464973,0.030174656,,,,15,0,,False,False,-2.0581698,1678482341.0,21.89,-0.460001,-0.27000046,1678482000,22.69,22.23 - 22.69,22.23,784921.0,-0.06249999,17.73,23.84,1544140800.0,,,,,,,,,,,1243949400000.0,2,22.62,21.88,23.43,9.0,9.0,NYSEArca,,22.66,362203.0,431560.0,4.620001,0.26057535,17.73 - 23.84,-1.4899998,,22.35,5.841,9.41263,9.41263,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,"AssetMark Financial Holdings, I","AssetMark Financial Holdings, Inc.",finmb_330679182,America/New_York,EDT,-14400000,us_market,False,-1.9372073,29.36,CLOSED,73847600.0,15.253,26.9164,2.4435997,0.09078479,22.0765,7.2835007,0.32992098,2168165632.0,12.284518,1.9248673,15,0,2.0 - Buy,False,False,2.520435,1678488540.0,30.1,0.7399998,-0.5799999,1678482002,29.84,29.235 - 29.84,29.235,114931.0,-0.084217116,16.88,32.06,,1677103200.0,1682506740.0,1682942400.0,0.0,22.242424,0.0,1.32,2.39,2.23,13.165919,1563456600000.0,2,29.94,29.28,32.0,10.0,12.0,NYSE,USD,29.66,119258.0,173730.0,12.480001,0.7393366,16.88 - 32.06,-2.7000008,AssetMark Financial,29.36,,,,,,,,
en-US,US,ETF,ETF,Delayed Quote,True,HIGH,USD,PCX,Alerian MLP ETF,Alerian MLP ETF,finmb_112317754,America/New_York,EDT,-14400000,us_market,False,-1.047789,38.72,CLOSED,,,39.6198,-0.89979935,-0.02271085,38.8257,-0.10569763,-0.0027223625,,,,15,0,,False,False,0.4906989,1678496152.0,38.91,0.18999863,-0.40999985,1678482000,39.35,38.55 - 39.35,38.55,1516081.0,-0.08829762,32.25,42.47,,,1471651200.0,1471910400.0,0.0,10.806481,0.0,3.583035,,,,1282743000000.0,2,39.13,38.54,40.58,11.0,11.0,NYSEArca,,39.02,1527010.0,1347790.0,6.470001,0.20062019,32.25 - 42.47,-3.75,,38.72,4.78546,8.13723,8.13723,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,AMN Healthcare Services Inc AMN,"AMN Healthcare Services, Inc.",finmb_24821,America/New_York,EDT,-14400000,us_market,False,-2.5270002,87.56,CLOSED,41066400.0,24.92,97.698,-10.1380005,-0.103768766,107.3543,-19.794304,-0.18438296,3595773952.0,10.289071,3.5136435,15,0,1.7 - Buy,False,False,3.5861118,1678487230.0,90.7,3.1399994,-2.2700043,1678482001,90.2572,87.0 - 90.2572,87.0,611843.0,-0.3214507,82.76,129.04,,1676584800.0,1683111540.0,1683547200.0,0.0,8.916497,0.0,9.82,8.51,8.4,10.42381,1005661800000.0,2,89.83,85.02,94.0,8.0,9.0,NYSE,USD,89.8,834400.0,748120.0,4.7999954,0.057998978,82.76 - 129.04,-41.479996,AMN Healthcare Services,87.56,,,,,,,,
en-US,US,ETF,ETF,Delayed Quote,True,HIGH,USD,PCX,ETRACS Alerian Midstream Energy,ETRACS Alerian Midstream Energy Index ETN,finmb_659070780,America/New_York,EDT,-14400000,us_market,False,-1.34349,36.2245,CLOSED,,,37.52722,-1.3027229,-0.03471408,37.54283,-1.3183327,-0.03511543,,,,15,0,,False,False,,,,,-0.493301,1678128241,36.3255,36.3255 - 36.3255,36.3255,2.0,-0.14017333,33.677,42.13,,,,,,,,,,,,1593437400000.0,2,38.1404,18.36,55.07,,11.0,NYSEArca,,37.68,171.0,300.0,2.5475006,0.07564512,33.677 - 42.13,-5.9055023,,36.2245,0.83345,1.62801,1.62801,,,,,
en-US,US,ETF,ETF,Delayed Quote,True,HIGH,USD,PCX,UBS AG ETRACS Alerian Midstream,ETRACS Alerian Midstream Energy High Dividend Index ETN,finmb_682558157,America/New_York,EDT,-14400000,us_market,False,-1.45518,37.5371,CLOSED,,,38.9081,-1.3709984,-0.035236835,38.46763,-0.93052673,-0.024189865,,,,15,0,,False,False,,,,,-0.554298,1677774295,39.0157,39.0157 - 39.0157,39.0157,2.0,-0.1215076,34.541,42.729,,,,,,,,,,,,1595511000000.0,2,39.1976,19.05,57.13,10.0,9.0,NYSEArca,,38.45,158.0,560.0,2.9961014,0.086740434,34.541 - 42.729,-5.1918983,,37.5371,1.20495,2.74549,2.74549,,,,,
en-US,US,ETF,ETF,Delayed Quote,True,HIGH,USD,PCX,QRAFT AI-Enhanced U.S. Large Ca,QRAFT AI-Enhanced U.S. Large Cap Momentum ETF,finmb_608882794,America/New_York,EDT,-14400000,us_market,False,-2.0718539,27.0787,CLOSED,,,27.47934,-0.4006405,-0.014579698,26.47483,0.6038685,0.022809153,,,,15,0,,False,False,,,,,-0.5729008,1678477381,27.5568,27.0787 - 27.5568,27.0787,4037.0,-0.1139169,23.335,30.56,,,,,,12.602017,,2.1487591,,,,1558445400000.0,2,27.6516,24.62,29.84,29.0,8.0,NYSEArca,,27.54,1280.0,1380.0,3.7437,0.16043283,23.335 - 30.56,-3.4813004,,27.0787,5.05887,4.01599,4.01599,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,"America Movil, S.A.B. de C.V.","América Móvil, S.A.B. de C.V.",finmb_813607,America/New_York,EDT,-14400000,us_market,False,-0.847858,21.05,CLOSED,3161999872.0,114.52,20.1052,0.9447994,0.04699279,18.9732,2.0767994,0.10945963,68026019840.0,,0.18381068,15,0,,False,False,,,,,-0.18,1678466626,21.05,20.99 - 21.05,20.99,581.0,-0.06734606,15.86,22.57,1672358400.0,,,,0.0,,0.0,0.0,,,,981642600000.0,2,21.23,18.0,33.6,31.0,8.0,NYSE,MXN,21.25,3213.0,2220.0,5.1899996,0.32723832,15.86 - 22.57,-1.5200005,"América Móvil, S.A.B. de C.V",21.05,,,,,,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NYQ,"Ameriprise Financial, Inc.","Ameriprise Financial, Inc.",finmb_4165019,America/New_York,EDT,-14400000,us_market,False,-4.369725,301.79,CLOSED,105279000.0,34.318,336.4498,-34.65979,-0.10301623,293.0223,8.7677,0.029921614,31772149760.0,8.941926,8.793927,15,0,2.1 - Buy,False,False,-0.497496,1678482327.0,300.01,-1.5,-13.789978,1678482266,312.53,300.86 - 312.53,300.86,1010495.0,-0.15573767,219.99,357.46,1677542400.0,1674741600.0,1682333940.0,1682683200.0,4.88,14.023699,0.015463592,21.52,33.75,30.95,9.750889,1126791000000.0,2,315.58,272.48,345.78,10.0,8.0,NYSE,USD,311.14,520881.0,599640.0,81.8,0.37183508,219.99 - 357.46,-55.669983,Ameriprise Financial,301.79,,,,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,ASE,"Ampio Pharmaceuticals, Inc.","Ampio Pharmaceuticals, Inc.",finmb_84650489,America/New_York,EDT,-14400000,us_market,False,0.0,0.3,CLOSED,15085800.0,0.918,0.2862,0.013800025,0.04821812,1.10815,-0.80815,-0.7292785,4525740.0,-3.3333333,0.3267974,15,0,3.0 - Hold,False,False,0.0,1678488309.0,0.3,0.0,0.0,1678482000,0.3235,0.2713 - 0.3235,0.2713,115699.0,-0.9692308,0.2,9.75,,1660075200.0,1679914740.0,1680264000.0,0.0,,0.0,-2.08,-0.09,,,1270042200000.0,4,0.3,0.272,0.3235,22.0,40.0,NYSE American,USD,0.28,157013.0,78390.0,0.10000001,0.50000006,0.2 - 9.75,-9.45,Ampio Pharmaceuticals,0.3,,,,,,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NYQ,"Altus Power, Inc.","Altus Power, Inc.",finmb_275070780,America/New_York,EDT,-14400000,us_market,False,-5.815607,6.64,CLOSED,158904000.0,2.169,7.3914,-0.7514,-0.10165869,8.3223,-1.6823001,-0.20214365,1063143680.0,73.77777,3.0613186,15,0,,False,False,0.0,1678482116.0,6.64,0.0,-0.41000032,1678482002,7.06,6.48 - 7.06,6.48,1094109.0,-0.5487598,4.26,14.715,1438905600.0,1680179400.0,1680179400.0,1680179400.0,0.0,,0.0,-0.03,0.09,,,1612189800000.0,2,7.05,6.3,8.8,14.0,8.0,NYSE,USD,7.01,847270.0,910160.0,2.3799996,0.5586853,4.26 - 14.715,-8.075001,Altus Power,6.64,,,,"CBRE Acquisition Holdings, Inc.",2023-03-12,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NYQ,"Amprius Technologies, Inc.","Amprius Technologies, Inc.",finmb_54509692,America/New_York,EDT,-14400000,us_market,False,2.096776,6.33,CLOSED,84468096.0,0.902,6.3966,-0.066599846,-0.010411758,8.169705,-1.8397055,-0.22518627,534683040.0,-15.071429,7.0177383,15,0,1.7 - Buy,False,False,-3.15955,1678496218.0,6.13,-0.2,0.13000011,1678482002,6.37,6.09 - 6.37,6.09,35552.0,-0.7566321,5.62,26.01,,,,,0.0,,0.0,-0.18,-0.42,-0.27,-23.444443,1663248600000.0,2,6.2,5.9,8.0,8.0,8.0,NYSE,USD,6.21,112096.0,48600.0,0.71000004,0.12633453,5.62 - 26.01,-19.68,Amprius,6.33,,,,Kensington Capital Acquisition Corp. IV,2023-03-12,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,Amplify Energy Corp.,Amplify Energy Corp.,finmb_134724049,America/New_York,EDT,-14400000,us_market,False,-17.301754,8.03,CLOSED,38442800.0,-0.119,8.6902,-0.6602001,-0.07597065,7.9648,0.06519985,0.008186,310846912.0,14.339285,-67.47899,15,0,2.0 - Buy,False,False,0.8717391,1678496035.0,8.1,0.07000065,-1.6800003,1678482001,9.79,7.835 - 9.79,7.835,3286949.0,-0.22639695,4.97,10.38,1585526400.0,1678464000.0,1683057600.0,1683576000.0,0.0,5.992537,0.0,1.34,0.56,1.22,6.581967,1334928600000.0,2,9.71,8.0,8.15,8.0,8.0,NYSE,USD,9.79,523240.0,959080.0,3.06,0.61569417,4.97 - 10.38,-2.3500004,Amplify Energy,8.03,,,,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,"Alpha Metallurgical Resources, ","Alpha Metallurgical Resources, Inc.",finmb_372704180,America/New_York,EDT,-14400000,us_market,False,-4.617151,166.3,CLOSED,15170500.0,92.242,161.9,4.400009,0.027177328,152.82535,13.474655,0.08817029,2522854144.0,8.808263,1.8028665,15,0,2.3 - Buy,False,False,-0.9981982,1678492770.0,164.64,-1.6600037,-8.050003,1678482002,174.75,165.21 - 174.75,165.21,236741.0,-0.110600024,103.9,186.98,1680480000.0,1677164400.0,1683117000.0,1683549000.0,1.185,2.1933527,0.006796673,75.82,18.88,47.18,3.5247986,1612794600000.0,2,174.35,154.28,170.7,8.0,8.0,NYSE,USD,174.43,246711.0,270230.0,62.4,0.6005775,103.9 - 186.98,-20.679993,Alpha Metallurgical Resources,166.3,,,,"Contura Energy, Inc.",2023-03-12,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,"Ameresco, Inc.","Ameresco, Inc.",finmb_1795267,America/New_York,EDT,-14400000,us_market,False,3.4598987,46.05,CLOSED,33948400.0,15.862,55.696,-9.646,-0.17319018,58.66275,-12.612751,-0.21500443,2392223744.0,18.950617,2.9031646,15,0,1.6 - Buy,False,False,-4.451681,1678488891.0,44.0,-2.0499992,1.5400009,1678482002,46.68,44.12 - 46.68,44.12,612917.0,-0.46904188,40.73,86.73,,1677533400.0,1682938740.0,1683288000.0,0.0,25.726257,0.0,1.79,2.43,1.83,25.163933,1279805400000.0,2,44.51,44.0,61.0,8.0,8.0,NYSE,USD,45.98,315505.0,614660.0,5.3199997,0.13061625,40.73 - 86.73,-40.680004,Ameresco,46.05,,,,,,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NYQ,"Amneal Pharmaceuticals, Inc.","Amneal Pharmaceuticals, Inc.",finmb_38444119,America/New_York,EDT,-14400000,us_market,False,-8.383233,1.53,CLOSED,151500992.0,1.97,2.175,-0.645,-0.29655173,2.54725,-1.0172501,-0.39935225,464535520.0,2.5932205,0.7766497,15,0,2.4 - Buy,False,False,1.30719,1678496202.0,1.55,0.02,-0.13999999,1678482002,1.64,1.52 - 1.64,1.52,1310933.0,-0.6673913,1.52,4.6,,1677763800.0,1683030600.0,1683549000.0,0.0,,0.0,-0.75,0.59,0.51,3.0,1525699800000.0,4,1.67,1.52,1.61,9.0,32.0,NYSE,USD,1.64,1150575.0,1236390.0,0.00999999,0.0065789414,1.52 - 4.6,-3.07,Amneal Pharmaceuticals,1.53,,,,,,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,ASE,American Shared Hospital Servic,American Shared Hospital Services,finmb_250752,America/New_York,EDT,-14400000,us_market,False,-0.330033,3.02,CLOSED,6153000.0,3.448,3.1318,-0.111799955,-0.035698306,2.72145,0.2985499,0.109702505,18582060.0,,0.87587005,15,0,2.0 - Buy,False,False,2.98013,1678494803.0,3.11,0.0899999,-0.00999999,1678481998,3.09,2.99 - 3.09,2.99,42981.0,-0.19466667,2.18,3.75,1184544000.0,1668110400.0,1679488200.0,1679920200.0,0.0,15.099999,0.0,0.2,,,,457709400000.0,4,3.03,2.91,3.75,40.0,11.0,NYSE American,USD,3.1,22288.0,51980.0,0.8399999,0.38532105,2.18 - 3.75,-0.73,,3.02,,,,,,,,
en-US,US,EQUITY,Equity,Nasdaq Real Time Price,True,HIGH,USD,NYQ,American Tower Corporation (REI,American Tower Corporation,finmb_24766,America/New_York,EDT,-14400000,us_market,False,0.036614712,191.27,CLOSED,465646016.0,11.968,213.345,-22.074997,-0.10347089,230.96785,-39.697845,-0.17187607,89064112128.0,37.50392,15.981785,15,0,2.0 - Buy,False,False,0.507137,1678496271.0,192.24,0.970001,0.070007324,1678482002,194.54,190.38 - 194.54,190.38,2357959.0,-0.32286614,178.17,282.47,1682640000.0,1677159000.0,1682420400.0,1682938800.0,5.86,49.93995,0.030648537,3.83,5.1,4.38,43.66895,888589800000.0,2,191.2,191.25,192.26,10.0,11.0,NYSE,USD,191.16,1949848.0,2140020.0,13.100006,0.07352532,178.17 - 282.47,-91.2,,191.27,,,,American Tower Corporation (REIT),2023-03-12,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,AMTD IDEA Group,AMTD IDEA Group,finmb_623164600,America/New_York,EDT,-14400000,us_market,False,-3.680978,1.57,CLOSED,144080000.0,56.658,1.68042,-0.11041999,-0.065709755,2.587655,-1.017655,-0.39327306,615440000.0,,0.027710121,15,0,2.0 - Buy,False,False,-1.2738917,1678494834.0,1.55,-0.0200001,-0.059999943,1678482002,1.6,1.555 - 1.6,1.555,245924.0,-0.9391473,1.555,25.8,,1664541780.0,1664541780.0,1664541780.0,0.0,2.7068968,0.0,0.58,,,,1565011800000.0,4,1.63,1.55,1.59,8.0,40.0,NYSE,HKD,1.58,996390.0,178030.0,0.015000105,0.00964637,1.555 - 25.8,-24.23,,1.57,,,,,,,,
en-US,US,ETF,ETF,Delayed Quote,True,HIGH,USD,PCX,ETRACS Alerian MLP Index ETN Se,UBS ETRACS Alerian MLP Index ETN Series B,finmb_214399198,America/New_York,EDT,-14400000,us_market,False,-1.227623,14.04,CLOSED,,,14.35592,-0.31591988,-0.022006243,13.66527,0.3747301,0.02742208,,,,15,0,,False,False,,,,,-0.17450047,1678481999,14.04,14.04 - 14.04,14.04,305.0,-0.062124267,11.24,14.97,1536192000.0,,,,,,,,,,,1449585000000.0,2,14.2145,7.11,21.21,10.0,12.0,NYSEArca,,14.04,2818.0,920.0,2.8000002,0.24911034,11.24 - 14.97,-0.9300003,,14.04,5.66415,8.7876,8.7876,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,American Well Corporation,American Well Corporation,finmb_46103274,America/New_York,EDT,-14400000,us_market,False,-6.000004,2.35,CLOSED,244647008.0,3.839,3.4376,-1.0876,-0.31638354,3.8911,-1.5411,-0.3960577,652343488.0,-3.6153846,0.61213857,15,0,2.6 - Hold,False,False,0.0,1678490454.0,2.35,0.0,-0.1500001,1678482142,2.485,2.29 - 2.485,2.29,1401990.0,-0.5668203,2.29,5.425,,1677103200.0,1683543540.0,1683892800.0,0.0,,0.0,-0.89,-0.65,-0.81,-2.9012344,1600349400000.0,4,2.5,2.32,2.38,31.0,40.0,NYSE,USD,2.48,1512566.0,1444980.0,0.059999943,0.02620085,2.29 - 5.425,-3.0750003,American Well,2.35,,,,,,,2020-09-17,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,"America Movil, S.A.B. de C.V. A","América Móvil, S.A.B. de C.V.",finmb_813607,America/New_York,EDT,-14400000,us_market,False,-0.751173,21.14,CLOSED,3161999872.0,114.52,20.2752,0.8647995,0.04265307,19.1251,2.0149002,0.10535371,68025982976.0,11.679558,0.18459658,15,0,2.4 - Buy,False,False,-3.1693478,1678493915.0,20.47,-0.6700001,-0.15999985,1678482002,21.295,21.0 - 21.295,21.0,1824937.0,-0.06666668,16.13,22.65,1672358400.0,,,,0.0,,0.0,0.0,1.81,1.59,13.295597,981988200000.0,2,21.3,19.54,22.05,10.0,22.0,NYSE,MXN,21.15,1684550.0,1591380.0,5.01,0.31060138,16.13 - 22.65,-1.5100002,,21.14,,,,,,,,
en-US,US,ETF,ETF,Delayed Quote,True,HIGH,USD,PCX,InfraCap MLP ETF,InfraCap MLP ETF,finmb_269734503,America/New_York,EDT,-14400000,us_market,False,-1.9393921,32.36,CLOSED,,,33.11096,-0.7509575,-0.02268003,31.32862,1.0313797,0.032921325,,,,15,0,,False,False,2.9975314,1678494564.0,33.33,0.9700012,-0.6399994,1678481991,33.3299,32.3103 - 33.3299,32.3103,32261.0,-0.072779395,24.395,34.9,,,,,,11.434605,,2.8300061,,,,1412256600000.0,2,33.0,30.02,33.33,9.0,10.0,NYSEArca,,32.85,48851.0,40280.0,7.965,0.32650134,24.395 - 34.9,-2.540001,,32.36,7.37601,11.46518,11.46518,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,"AutoNation, Inc.","AutoNation, Inc.",finmb_112302,America/New_York,EDT,-14400000,us_market,False,-1.9924822,138.22,CLOSED,46899200.0,42.979,127.0252,11.194801,0.088130556,117.66725,20.55275,0.17466839,6482407424.0,6.762231,3.215989,15,0,2.3 - Buy,False,False,0.0,1678487157.0,138.22,0.0,-2.8099976,1678482001,139.81,134.15 - 139.81,134.15,1076391.0,-0.12684777,94.92,158.3,,1676642400.0,1681907400.0,1682339400.0,0.0,5.8642344,0.0,23.57,20.44,21.56,6.4109464,642432600000.0,2,141.03,112.87,139.0,8.0,10.0,NYSE,USD,139.81,842963.0,750570.0,43.300003,0.45617366,94.92 - 158.3,-20.080002,AutoNation,138.22,,,,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,"Arista Networks, Inc.","Arista Networks, Inc.",finmb_33348547,America/New_York,EDT,-14400000,us_market,False,-1.4732507,146.46,CLOSED,307300000.0,15.92,128.9456,17.514404,0.13582785,118.8704,27.589607,0.2320982,45007159296.0,22.706978,9.199749,15,0,2.2 - Buy,False,False,-0.040975567,1678496269.0,146.4,-0.060012817,-2.1899872,1678482001,150.73,145.21 - 150.73,145.21,2911612.0,-0.03689091,89.115,152.07,,1676323800.0,1682938740.0,1683288000.0,0.0,50.3299,0.0,2.91,6.45,5.77,25.383017,1402061400000.0,2,148.65,146.01,146.39,10.0,9.0,NYSE,USD,148.42,2249946.0,2397950.0,57.34501,0.6434945,89.115 - 152.07,-5.6100006,Arista Networks,146.46,,,,,,,,
en-US,US,ETF,ETF,,True,HIGH,USD,PCX,ProShares MSCI Transformational,ProShares MSCI Transformational Changes ETF,finmb_687923700,America/New_York,EDT,-14400000,us_market,False,-1.9304914,31.999,CLOSED,,,33.44914,-1.4501381,-0.043353524,32.650585,-0.6515846,-0.019956293,,,,15,0,,False,False,,,,,-0.6298981,1678469614,32.33,31.999 - 32.33,31.999,133.0,-0.21634461,28.71,40.833,,,,,,,,,,,,1602855000000.0,2,32.6289,29.23,35.43,10.0,32.0,NYSEArca,,32.33,983.0,690.0,3.2890015,0.11455944,28.71 - 40.833,-8.834,,31.999,3.98456,1.59907,1.59907,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,Abercrombie & Fitch Company,Abercrombie & Fitch Co.,finmb_353867,America/New_York,EDT,-14400000,us_market,False,-0.22198066,26.97,CLOSED,49001700.0,14.18,28.0836,-1.1135998,-0.03965303,20.95595,6.0140495,0.2869853,1321575808.0,13.092233,1.9019746,15,0,2.8 - Hold,False,False,0.0,1678494227.0,26.97,0.0,-0.060001373,1678482001,27.0,26.18 - 27.0,26.18,1534974.0,-0.29929855,14.02,38.49,1584316800.0,1677677400.0,1684758600.0,1685104200.0,0.0,539.39996,0.0,0.05,2.06,1.51,17.860928,843744600000.0,2,27.03,24.01,27.45,8.0,11.0,NYSE,USD,26.53,1638933.0,1964800.0,12.949999,0.92368037,14.02 - 38.49,-11.520002,Abercrombie & Fitch,26.97,,,,,,,,
en-US,US,EQUITY,Equity,Delayed Quote,True,HIGH,USD,NYQ,"Annovis Bio, Inc.","Annovis Bio, Inc.",finmb_622711087,America/New_York,EDT,-14400000,us_market,False,-7.343548,14.51,CLOSED,8163920.0,3.67,15.6226,-1.1125994,-0.0712173,13.23765,1.2723503,0.09611603,118458480.0,-4.7263846,3.9536784,15,0,1.7 - Buy,False,False,-3.514819,1678488150.0,14.0,-0.5100002,-1.1499996,1678482002,15.41,14.0352 - 15.41,14.0352,66612.0,-0.39314094,8.39,23.91,,1667941200.0,1667941200.0,1667941200.0,0.0,,0.0,-3.1,-3.07,-3.77,-3.8488064,1580308200000.0,2,15.66,13.82,14.51,11.0,9.0,NYSE,USD,15.39,55980.0,32990.0,6.12,0.7294398,8.39 - 23.91,-9.4,Annovis Bio,14.51,,,,,,,,
en-US,US,ETF,ETF,Delayed Quote,True,HIGH,USD,PCX,iShares Core Aggressive Allocat,iShares Core Aggressive Allocation ETF,finmb_50172491,America/New_York,EDT,-14400000,us_market,False,-0.9770371,60.81,CLOSED,,,62.487,-1.6769981,-0.026837552,60.84475,-0.034748077,-0.0005710941,,,,15,0,,False,False,3.00937,1678484449.0,62.64,1.829998,-0.5999985,1678482000,61.565,60.72 - 61.565,60.72,99880.0,-0.13240114,54.0,70.09,,,,,0.0,15.316922,0.0,3.9701188,,,,1226413800000.0,2,61.41,60.75,64.0,12.0,10.0,NYSEArca,,61.32,240391.0,67630.0,6.8100014,0.12611113,54.0 - 70.09,-9.279995,,60.81,2.77824,0.84551,0.84551,,,,,
